Date,STI
21/08/2025,4230.9
20/08/2025,4219.54
19/08/2025,4216.19
18/08/2025,4187.38
15/08/2025,4230.53
14/08/2025,4256.52
13/08/2025,4272.76
12/08/2025,4220.72
11/08/2025,4232.78
08/08/2025,4239.83
07/08/2025,4258.15
06/08/2025,4227.7
05/08/2025,4208.58
04/08/2025,4197.23
01/08/2025,4153.83
31/07/2025,4173.77
30/07/2025,4219.41
29/07/2025,4229.41
28/07/2025,4241.14
25/07/2025,4261.06
24/07/2025,4273.05
23/07/2025,4231.28
22/07/2025,4208.26
21/07/2025,4207.13
18/07/2025,4189.5
17/07/2025,4161.43
16/07/2025,4132.25
15/07/2025,4119.82
14/07/2025,4109.21
11/07/2025,4087.81
10/07/2025,4075.7
09/07/2025,4057.82
08/07/2025,4047.86
07/07/2025,4031.86
04/07/2025,4013.62
03/07/2025,4019.57
02/07/2025,4010.77
01/07/2025,3989.76
30/06/2025,3964.29
27/06/2025,3966.2
26/06/2025,3938.46
25/06/2025,3925.98
24/06/2025,3904.3
23/06/2025,3879.26
20/06/2025,3883.43
19/06/2025,3894.18
18/06/2025,3920.81
17/06/2025,3930.64
16/06/2025,3908.46
13/06/2025,3911.42
12/06/2025,3922.2
11/06/2025,3919.05
10/06/2025,3933.8
09/06/2025,3936.32
06/06/2025,3934.29
05/06/2025,3917.69
04/06/2025,3903.88
03/06/2025,3894.38
02/06/2025,3890.59
30/05/2025,3894.61
29/05/2025,3916.84
28/05/2025,3911.92
27/05/2025,3896.09
26/05/2025,3875.6
23/05/2025,3882.42
22/05/2025,3880.09
21/05/2025,3882.55
20/05/2025,3882.5
19/05/2025,3876.2
16/05/2025,3897.87
15/05/2025,3891.94
14/05/2025,3871.05
13/05/2025,3881.05
09/05/2025,3876.16
08/05/2025,3848.22
07/05/2025,3865.37
06/05/2025,3860.41
05/05/2025,3853.07
02/05/2025,3845.14
30/04/2025,3832.51
29/04/2025,3805.18
28/04/2025,3811.8
25/04/2025,3823.78
24/04/2025,3831.92
23/04/2025,3832.32
22/04/2025,3795.41
21/04/2025,3759.22
17/04/2025,3720.33
16/04/2025,3662.45
15/04/2025,3624.72
14/04/2025,3548.91
11/04/2025,3512.53
10/04/2025,3577.83
09/04/2025,3393.69
08/04/2025,3469.47
07/04/2025,3540.5
04/04/2025,3825.86
03/04/2025,3942.23
02/04/2025,3954.21
01/04/2025,3968.85
28/03/2025,3972.43
27/03/2025,3981.57
26/03/2025,3963.71
25/03/2025,3954.53
24/03/2025,3936.33
21/03/2025,3926.45
20/03/2025,3930.49
19/03/2025,3908.31
18/03/2025,3894.97
17/03/2025,3859.36
14/03/2025,3836.02
13/03/2025,3837.52
12/03/2025,3833.07
11/03/2025,3825.83
10/03/2025,3899.07
07/03/2025,3914.48
06/03/2025,3917.06
05/03/2025,3898.4
04/03/2025,3890.76
03/03/2025,3908.92
28/02/2025,3895.7
27/02/2025,3921.19
26/02/2025,3908.05
25/02/2025,3915.87
24/02/2025,3927.75
21/02/2025,3929.94
20/02/2025,3927.51
19/02/2025,3934.04
18/02/2025,3925.56
17/02/2025,3904.85
14/02/2025,3877.5
13/02/2025,3882.58
12/02/2025,3874.62
11/02/2025,3860.76
10/02/2025,3875.13
07/02/2025,3861.42
06/02/2025,3830.42
05/02/2025,3815.37
